county_index,latitude,longitude
949.0,36.09313528647104,-79.76051969431553
950.0,36.106166845951265,-79.7750630858347
951.0,36.09520608889856,-79.77070543382823
952.0,36.090355836001926,-79.8035083030806
953.0,36.10457840435511,-79.81431651448996
954.0,36.10003135227357,-79.79847609146242
955.0,36.07929319135107,-79.81847481375593
956.0,36.06803974525566,-79.83831848941067
957.0,36.06946254335269,-79.82286234376191
958.0,36.07694146646675,-79.80596329757232
959.0,36.06857537027603,-79.80334797932173
960.0,36.081386250562176,-79.79198781764647
961.0,36.08223000682776,-79.78411055789036
962.0,36.0766771487101,-79.77003919787661
963.0,36.067009773782445,-79.75653849856745
964.0,36.05449985894739,-79.76030870093564
965.0,36.06687086567878,-79.77591584164001
966.0,36.06024907245733,-79.77701103753134
967.0,36.05377313168515,-79.7805636349417
968.0,36.05033832816356,-79.79944978618795
969.0,36.05560328972583,-79.81027093423444
970.0,36.05248028512846,-79.8223237707782
971.0,36.052450288246334,-79.84554363923372
972.0,36.134889399342356,-79.77312167250969
973.0,36.13326874345985,-79.75422248549411
974.0,36.11427372737906,-79.81635086993934
975.0,36.075972173045216,-79.85990910159377
976.0,36.08371432030623,-79.85349531159623
977.0,36.105209667704585,-79.83304544720181
978.0,36.09936715818027,-79.83936270578738
979.0,36.11764146647481,-79.85767000777876
980.0,36.09884983125166,-79.85638567457636
981.0,36.04174762427458,-79.81615392863047
982.0,36.04290768992824,-79.88428525641083
983.0,36.04317289000899,-79.85639516927031
984.0,36.03210118535901,-79.83230848032196
985.0,36.02312192565764,-79.82890465981707
986.0,36.015748221282664,-79.81589558585509
987.0,36.042402918175675,-79.86762854019842
988.0,36.05797217401807,-79.85946383586244
989.0,36.06737058083517,-79.8686966843483
990.0,36.027213495535754,-79.84462398395743
991.0,36.02319196516313,-79.8591265908527
992.0,36.12166564553209,-79.79615997852834
993.0,36.11883374791991,-79.76578671282098
994.0,36.100391091917565,-79.74485978317352
995.0,36.091772018317926,-79.74409524518786
996.0,36.08034708975483,-79.74644206412425
997.0,36.057839218523014,-79.72301047990939
998.0,36.019640570271974,-79.79109648405817
999.0,36.03360848757551,-79.76328178175041
1000.0,35.97756038059885,-79.98904077353706
1001.0,35.976120654421244,-80.00885325744946
1002.0,35.96856002973691,-80.02459523563066
1003.0,35.96977807444795,-79.98913236016334
1004.0,35.95821193247323,-79.98653328180761
1005.0,35.94935673357976,-80.02396305824517
1006.0,35.94756564361285,-79.98797488260826
1007.0,35.941006166285334,-80.00836399111944
1008.0,35.981247202764834,-79.96167290476305
1009.0,35.97455620553717,-80.03894665020185
1010.0,35.93602710663368,-80.04213705470688
1011.0,36.00009018148775,-80.01937089380299
1012.0,35.99679349118098,-80.00866802849882
1013.0,35.9873711930317,-79.98935258807298
1014.0,35.99520635677319,-79.9766703233397
1015.0,35.92919773902247,-80.01801661575696
1016.0,35.928137075181255,-79.96955046506353
1017.0,35.959794308138456,-79.9620398531151
1018.0,36.19994862725904,-79.6526151569145
1019.0,36.111128749864356,-79.55715970052715
1020.0,36.07375742621098,-79.57433264543724
1021.0,36.0900049905239,-79.63231552556529
1022.0,36.06921851061993,-79.68045185617217
1023.0,36.16052307499074,-79.68318226124953
1024.0,36.13371746373459,-79.71681753757686
1025.0,36.15748313620433,-79.75846457377287
1026.0,36.2136008492382,-79.8175957970966
1027.0,36.2207291535955,-79.75050696758184
1028.0,36.132510422841655,-79.81253888230331
1029.0,36.14915249298164,-79.8497359834433
1030.0,36.13283543716049,-79.84500932917678
1031.0,36.15587129740324,-79.80032006650677
1032.0,36.14649430760345,-79.82507614251833
1033.0,36.200579589468866,-79.90231871108915
1034.0,36.23244772628974,-79.97666710424117
1035.0,36.185072701647286,-80.00515780568381
1036.0,36.15867494454639,-79.9487352471861
1037.0,36.1566522626673,-79.88716698286773
1038.0,36.13081503490146,-79.88489602563128
1039.0,36.120595230585124,-79.8778236939303
1040.0,36.13827468039761,-79.93090656611709
1041.0,36.13080983148935,-79.90847496242023
1042.0,36.10631761095241,-79.89870158059128
1043.0,36.06705463577,-79.89664659729327
1044.0,36.095338589688616,-79.89699024337395
1045.0,36.08286876463176,-79.8984489147158
1046.0,36.078682036493994,-79.87951061698055
1047.0,36.13790337535786,-80.00187222449377
1048.0,36.059182333375134,-80.02157706453612
1049.0,36.055055875650595,-79.9943472265559
1050.0,36.045182942528896,-79.97969394691253
1051.0,36.02119629311414,-80.02775212125975
1052.0,36.025965707106536,-80.00840558864651
1053.0,36.02929319575392,-79.98459032161294
1054.0,36.0130435757101,-79.96790186321755
1055.0,36.05849261802002,-79.92032527796094
1056.0,36.04491448140429,-79.94307417193306
1057.0,36.03237577787284,-79.94136570299715
1058.0,36.02313547257791,-79.93133764728597
1059.0,36.00311542167841,-79.93942559316933
1060.0,35.97411635470632,-79.9402183381104
1061.0,36.005925493114965,-79.88559882154894
1062.0,36.047521998669666,-79.8976150921127
1063.0,36.026121239387,-79.91543255327207
1064.0,36.02337386985883,-79.90188302954587
1065.0,35.93276413390043,-79.93042164109842
1066.0,35.99106009556888,-79.83333228120061
1067.0,35.947245279529575,-79.83991007334781
1068.0,35.985124446082025,-79.7766397240438
1069.0,35.9343088513565,-79.74432393545497
1070.0,35.95249950325457,-79.61616551651973
1071.0,35.987502343007115,-79.70216622895565
1072.0,36.010297990050695,-79.7353591061383
1073.0,36.03450021542225,-79.62333767769846
1074.0,36.11521147501679,-79.92154080512404
