from_id,to_id,travel_time
12,949,7
12,950,6
12,951,6
12,952,3
12,953,7
12,954,5
12,955,8
12,956,9
12,957,9
12,958,7
12,959,9
12,960,5
12,961,5
12,962,8
12,963,13
12,964,10
12,965,8
12,966,9
12,967,10
12,968,9
12,969,9
12,970,10
12,971,11
12,972,11
12,973,12
12,974,9
12,975,11
12,976,11
12,977,7
12,978,7
12,979,11
12,980,12
12,981,10
12,982,19
12,983,14
12,984,14
12,985,14
12,986,14
12,987,15
12,988,11
12,989,14
12,990,14
12,991,18
12,992,6
12,993,9
12,994,11
12,995,8
12,996,7
12,997,19
12,998,13
12,999,12
12,1000,27
12,1001,28
12,1002,29
12,1003,27
12,1004,26
12,1005,30
12,1006,25
12,1007,26
12,1008,26
12,1009,32
12,1010,30
12,1011,29
12,1012,29
12,1013,28
12,1014,25
12,1015,28
12,1016,27
12,1017,23
12,1018,31
12,1019,28
12,1020,22
12,1021,23
12,1022,17
12,1023,19
12,1024,17
12,1025,20
12,1026,24
12,1027,27
12,1028,11
12,1029,24
12,1030,13
12,1031,17
12,1032,13
12,1033,21
12,1034,27
12,1035,26
12,1036,21
12,1037,22
12,1038,14
12,1039,10
12,1040,15
12,1041,15
12,1042,15
12,1043,18
12,1044,14
12,1045,17
12,1046,14
12,1047,21
12,1048,29
12,1049,25
12,1050,24
12,1051,29
12,1052,27
12,1053,25
12,1054,24
12,1055,19
12,1056,22
12,1057,23
12,1058,21
12,1059,24
12,1060,23
12,1061,22
12,1062,16
12,1063,23
12,1064,21
12,1065,32
12,1066,17
12,1067,27
12,1068,17
12,1069,26
12,1070,35
12,1071,25
12,1072,19
12,1073,26
12,1074,20
79,949,27
79,950,31
79,951,29
79,952,28
79,953,30
79,954,31
79,955,27
79,956,25
79,957,25
79,958,27
79,959,28
79,960,26
79,961,28
79,962,28
79,963,28
79,964,25
79,965,27
79,966,26
79,967,25
79,968,24
79,969,24
79,970,23
79,971,24
79,972,32
79,973,33
79,974,31
79,975,27
79,976,27
79,977,27
79,978,28
79,979,27
79,980,29
79,981,22
79,982,22
79,983,23
79,984,23
79,985,22
79,986,21
79,987,23
79,988,23
79,989,25
79,990,21
79,991,22
79,992,31
79,993,31
79,994,32
79,995,29
79,996,28
79,997,38
79,998,23
79,999,25
79,1000,6
79,1001,5
79,1002,4
79,1003,6
79,1004,5
79,1005,5
79,1006,7
79,1007,5
79,1008,11
79,1009,9
79,1010,9
79,1011,9
79,1012,10
79,1013,10
79,1014,11
79,1015,9
79,1016,11
79,1017,9
79,1018,51
79,1019,46
79,1020,37
79,1021,43
79,1022,33
79,1023,39
79,1024,38
79,1025,40
79,1026,39
79,1027,47
79,1028,32
79,1029,36
79,1030,30
79,1031,36
79,1032,28
79,1033,31
79,1034,32
79,1035,32
79,1036,27
79,1037,33
79,1038,28
79,1039,26
79,1040,24
79,1041,27
79,1042,27
79,1043,21
79,1044,25
79,1045,24
79,1046,24
79,1047,27
79,1048,22
79,1049,19
79,1050,18
79,1051,12
79,1052,15
79,1053,19
79,1054,13
79,1055,20
79,1056,20
79,1057,19
79,1058,19
79,1059,16
79,1060,14
79,1061,18
79,1062,19
79,1063,22
79,1064,19
79,1065,23
79,1066,25
79,1067,30
79,1068,25
79,1069,35
79,1070,43
79,1071,34
79,1072,29
79,1073,40
79,1074,28
86,949,7
86,950,11
86,951,9
86,952,10
86,953,13
86,954,12
86,955,12
86,956,13
86,957,11
86,958,10
86,959,11
86,960,9
86,961,7
86,962,7
86,963,8
86,964,3
86,965,5
86,966,4
86,967,4
86,968,6
86,969,8
86,970,9
86,971,11
86,972,15
86,973,14
86,974,16
86,975,17
86,976,16
86,977,13
86,978,14
86,979,17
86,980,18
86,981,8
86,982,18
86,983,13
86,984,11
86,985,10
86,986,9
86,987,15
86,988,15
86,989,18
86,990,11
86,991,16
86,992,14
86,993,11
86,994,12
86,995,9
86,996,8
86,997,17
86,998,7
86,999,6
86,1000,23
86,1001,26
86,1002,25
86,1003,23
86,1004,22
86,1005,26
86,1006,21
86,1007,22
86,1008,22
86,1009,30
86,1010,26
86,1011,28
86,1012,28
86,1013,27
86,1014,24
86,1015,23
86,1016,22
86,1017,19
86,1018,31
86,1019,29
86,1020,19
86,1021,24
86,1022,15
86,1023,19
86,1024,18
86,1025,20
86,1026,30
86,1027,27
86,1028,19
86,1029,30
86,1030,19
86,1031,24
86,1032,20
86,1033,27
86,1034,31
86,1035,31
86,1036,26
86,1037,28
86,1038,20
86,1039,17
86,1040,20
86,1041,21
86,1042,21
86,1043,17
86,1044,18
86,1045,18
86,1046,18
86,1047,25
86,1048,28
86,1049,24
86,1050,23
86,1051,28
86,1052,27
86,1053,25
86,1054,23
86,1055,18
86,1056,21
86,1057,22
86,1058,18
86,1059,21
86,1060,19
86,1061,18
86,1062,15
86,1063,21
86,1064,17
86,1065,28
86,1066,14
86,1067,24
86,1068,11
86,1069,19
86,1070,28
86,1071,18
86,1072,12
86,1073,21
86,1074,25
110,949,33
110,950,36
110,951,34
110,952,34
110,953,36
110,954,37
110,955,34
110,956,32
110,957,31
110,958,33
110,959,34
110,960,32
110,961,34
110,962,33
110,963,34
110,964,30
110,965,32
110,966,31
110,967,31
110,968,30
110,969,29
110,970,28
110,971,30
110,972,40
110,973,39
110,974,39
110,975,35
110,976,34
110,977,36
110,978,36
110,979,38
110,980,38
110,981,27
110,982,32
110,983,30
110,984,29
110,985,28
110,986,27
110,987,31
110,988,34
110,989,36
110,990,27
110,991,28
110,992,38
110,993,37
110,994,37
110,995,35
110,996,33
110,997,44
110,998,28
110,999,31
110,1000,19
110,1001,20
110,1002,19
110,1003,18
110,1004,17
110,1005,17
110,1006,15
110,1007,15
110,1008,21
110,1009,21
110,1010,13
110,1011,24
110,1012,24
110,1013,23
110,1014,22
110,1015,15
110,1016,17
110,1017,18
110,1018,56
110,1019,52
110,1020,42
110,1021,49
110,1022,39
110,1023,44
110,1024,44
110,1025,46
110,1026,50
110,1027,52
110,1028,42
110,1029,47
110,1030,41
110,1031,47
110,1032,39
110,1033,42
110,1034,43
110,1035,43
110,1036,38
110,1037,44
110,1038,39
110,1039,36
110,1040,35
110,1041,38
110,1042,38
110,1043,32
110,1044,36
110,1045,35
110,1046,35
110,1047,38
110,1048,34
110,1049,31
110,1050,29
110,1051,25
110,1052,27
110,1053,30
110,1054,24
110,1055,31
110,1056,31
110,1057,30
110,1058,27
110,1059,25
110,1060,22
110,1061,25
110,1062,30
110,1063,30
110,1064,28
110,1065,29
110,1066,30
110,1067,35
110,1068,31
110,1069,40
110,1070,49
110,1071,39
110,1072,34
110,1073,45
110,1074,39
123,949,8
123,950,9
123,951,7
123,952,5
123,953,7
123,954,7
123,955,3
123,956,4
123,957,4
123,958,5
123,959,6
123,960,5
123,961,7
123,962,10
123,963,14
123,964,11
123,965,9
123,966,9
123,967,10
123,968,8
123,969,7
123,970,6
123,971,7
123,972,14
123,973,14
123,974,8
123,975,7
123,976,6
123,977,4
123,978,5
123,979,8
123,980,7
123,981,8
123,982,15
123,983,10
123,984,12
123,985,13
123,986,13
123,987,11
123,988,8
123,989,9
123,990,10
123,991,15
123,992,11
123,993,12
123,994,12
123,995,9
123,996,9
123,997,21
123,998,12
123,999,14
123,1000,24
123,1001,25
123,1002,27
123,1003,25
123,1004,25
123,1005,29
123,1006,24
123,1007,25
123,1008,23
123,1009,28
123,1010,29
123,1011,25
123,1012,25
123,1013,24
123,1014,21
123,1015,26
123,1016,25
123,1017,22
123,1018,32
123,1019,29
123,1020,24
123,1021,24
123,1022,19
123,1023,20
123,1024,19
123,1025,22
123,1026,23
123,1027,28
123,1028,12
123,1029,21
123,1030,10
123,1031,19
123,1032,13
123,1033,19
123,1034,24
123,1035,23
123,1036,18
123,1037,19
123,1038,11
123,1039,8
123,1040,12
123,1041,12
123,1042,12
123,1043,14
123,1044,10
123,1045,12
123,1046,10
123,1047,18
123,1048,26
123,1049,22
123,1050,20
123,1051,25
123,1052,24
123,1053,22
123,1054,20
123,1055,16
123,1056,18
123,1057,19
123,1058,17
123,1059,21
123,1060,22
123,1061,19
123,1062,12
123,1063,20
123,1064,18
123,1065,31
123,1066,16
123,1067,26
123,1068,19
123,1069,27
123,1070,36
123,1071,26
123,1072,20
123,1073,28
123,1074,17
128,949,27
128,950,29
128,951,27
128,952,25
128,953,25
128,954,27
128,955,23
128,956,21
128,957,23
128,958,24
128,959,26
128,960,25
128,961,27
128,962,27
128,963,28
128,964,24
128,965,26
128,966,25
128,967,25
128,968,24
128,969,23
128,970,21
128,971,19
128,972,27
128,973,32
128,974,27
128,975,23
128,976,23
128,977,23
128,978,23
128,979,23
128,980,24
128,981,21
128,982,20
128,983,21
128,984,21
128,985,23
128,986,23
128,987,21
128,988,19
128,989,21
128,990,20
128,991,21
128,992,26
128,993,30
128,994,31
128,995,29
128,996,27
128,997,38
128,998,22
128,999,25
128,1000,23
128,1001,23
128,1002,25
128,1003,24
128,1004,25
128,1005,26
128,1006,26
128,1007,28
128,1008,25
128,1009,25
128,1010,28
128,1011,22
128,1012,24
128,1013,23
128,1014,20
128,1015,30
128,1016,28
128,1017,25
128,1018,47
128,1019,46
128,1020,37
128,1021,43
128,1022,33
128,1023,35
128,1024,37
128,1025,35
128,1026,34
128,1027,43
128,1028,27
128,1029,32
128,1030,25
128,1031,31
128,1032,24
128,1033,26
128,1034,23
128,1035,21
128,1036,22
128,1037,27
128,1038,23
128,1039,21
128,1040,18
128,1041,22
128,1042,21
128,1043,15
128,1044,20
128,1045,19
128,1046,19
128,1047,12
128,1048,17
128,1049,14
128,1050,17
128,1051,21
128,1052,23
128,1053,21
128,1054,19
128,1055,17
128,1056,20
128,1057,21
128,1058,20
128,1059,23
128,1060,26
128,1061,22
128,1062,17
