ID,latitude,longitude
38,34.622719461424566,-78.60802828260213
42,35.03183872475718,-78.9330536853253
59,34.33767718658526,-78.69435965526326
98,35.00763539914218,-78.32427351584798
103,34.63691079351017,-79.01212953356624
