county_index,latitude,longitude
89,34.70161982989663,-78.42584865896471
90,34.61861657162758,-78.47595187547029
91,34.730531808785265,-78.66025748965518
92,34.663221711874584,-78.71580783091058
93,34.730532509608956,-78.81529455287291
94,34.62589480767555,-78.61655077314978
95,34.59953325587086,-78.62489032066864
96,34.572832753020286,-78.77627111205013
97,34.535593913768835,-78.79509554406121
98,34.50536612879473,-78.62839838256777
99,34.41739815342636,-78.4096857722564
