from_id,to_id,travel_time
38,890001.0,27
38,890002.0,30
38,890003.0,27
38,890004.0,30
38,890005.0,37
38,890006.0,32
38,890007.0,30
38,890008.0,30
38,890009.0,20
38,890010.0,20
38,890011.0,24
38,890012.0,29
38,890013.0,30
38,890014.0,30
38,890015.0,32
38,890016.0,32
38,890017.0,27
38,890018.0,26
38,890019.0,27
38,890020.0,25
38,890021.0,26
38,890022.0,27
38,890023.0,26
38,890024.0,27
38,890025.0,17
38,890026.0,18
38,890027.0,19
38,890028.0,16
38,890029.0,21
38,890030.0,32
38,890031.0,26
38,890032.0,26
38,890033.0,23
38,890034.0,25
38,890035.0,23
38,890036.0,22
38,890037.0,22
38,890038.0,26
38,890039.0,23
38,890040.0,22
38,890041.0,21
38,890042.0,23
38,890043.0,24
38,890044.0,13
38,890045.0,21
38,890046.0,21
38,890047.0,29
38,890048.0,28
38,890049.0,23
38,890050.0,21
38,890051.0,21
38,890052.0,19
38,890053.0,18
38,890054.0,19
38,890055.0,17
38,890056.0,18
38,890057.0,18
38,890058.0,18
38,890059.0,17
38,890060.0,19
38,890061.0,19
38,890062.0,21
38,890063.0,21
38,890064.0,21
38,890065.0,21
38,890066.0,21
38,890067.0,16
38,890068.0,22
38,890069.0,22
38,890070.0,24
38,890071.0,22
38,890072.0,23
38,890073.0,25
38,890074.0,31
38,890075.0,35
38,890076.0,29
38,890077.0,28
38,890078.0,48
38,890079.0,44
38,890080.0,43
38,890081.0,43
38,890082.0,43
38,890083.0,41
38,890084.0,42
38,890085.0,41
38,890086.0,41
38,890087.0,44
38,890088.0,45
38,890089.0,42
38,890090.0,42
38,890091.0,44
38,890092.0,44
38,890093.0,44
38,890094.0,43
38,890095.0,42
38,890096.0,29
38,890097.0,28
38,890098.0,34
38,890099.0,24
38,890100.0,50
38,890101.0,36
38,890102.0,31
38,890103.0,26
38,890104.0,25
38,890105.0,33
38,890106.0,20
38,890107.0,34
38,890108.0,25
38,890109.0,30
38,890110.0,27
38,890111.0,18
38,890112.0,19
38,890113.0,20
38,890114.0,27
38,890115.0,27
38,890116.0,27
38,890117.0,27
38,890118.0,34
38,890119.0,27
38,890120.0,30
38,890121.0,28
38,890122.0,29
38,890123.0,32
38,890124.0,38
38,890125.0,25
38,890126.0,24
38,890127.0,30
38,890128.0,24
38,890129.0,25
38,890130.0,17
38,890131.0,28
38,890132.0,27
38,890133.0,24
38,890134.0,27
38,890135.0,25
38,890136.0,21
38,890137.0,30
38,890138.0,33
38,890139.0,26
38,890140.0,22
38,890141.0,21
38,890142.0,14
38,890143.0,20
38,890144.0,22
38,890145.0,31
38,890146.0,22
38,890147.0,22
38,890148.0,22
38,890149.0,19
38,890150.0,28
38,890151.0,27
38,890152.0,22
38,890153.0,16
38,890154.0,20
38,890155.0,30
38,890156.0,26
38,890157.0,24
38,890158.0,28
38,890159.0,22
38,890160.0,20
38,890161.0,20
38,890162.0,21
38,890163.0,20
38,890164.0,21
38,890165.0,19
38,890166.0,18
38,890167.0,19
38,890168.0,18
38,890169.0,19
38,890170.0,20
38,890171.0,20
38,890172.0,22
38,890173.0,22
38,890174.0,26
38,890175.0,21
38,890176.0,21
38,890177.0,31
38,890178.0,16
38,890179.0,34
38,890180.0,47
38,890181.0,23
38,890182.0,35
38,890183.0,34
38,890184.0,35
38,890185.0,44
38,890186.0,41
38,890187.0,40
38,890188.0,40
38,890189.0,40
38,890190.0,41
38,890191.0,46
38,890192.0,46
38,890193.0,44
38,890194.0,45
38,890195.0,51
38,890196.0,44
38,890197.0,45
38,890198.0,45
38,890199.0,41
38,890200.0,30
38,890201.0,14
38,890202.0,14
38,890203.0,22
38,890204.0,46
38,890205.0,44
38,890206.0,22
38,890207.0,22
38,890208.0,25
38,890209.0,19
38,890210.0,26
38,890211.0,18
38,890212.0,23
38,890213.0,14
38,890214.0,36
38,890215.0,17
38,890216.0,20
38,890217.0,28
38,890218.0,40
38,890219.0,25
38,890220.0,15
38,890221.0,39
38,890222.0,25
38,890223.0,14
38,890224.0,23
38,890225.0,19
38,890226.0,22
38,890227.0,20
38,890228.0,12
38,890229.0,19
38,890230.0,31
38,890231.0,15
38,890232.0,38
38,890233.0,23
38,890234.0,30
38,890235.0,25
38,890236.0,17
38,890237.0,21
38,890238.0,31
38,890239.0,22
38,890240.0,41
38,890241.0,23
38,890242.0,25
38,890243.0,44
38,890244.0,24
38,890245.0,22
38,890246.0,20
38,890247.0,41
38,890248.0,31
38,890249.0,40
38,890250.0,26
38,890251.0,24
38,890252.0,16
38,890253.0,45
38,890254.0,17
38,890255.0,46
38,890256.0,27
38,890257.0,27
38,890258.0,28
38,900001.0,19
38,900002.0,22
38,900003.0,22
38,900004.0,23
38,900005.0,11
38,900006.0,15
38,900007.0,13
38,900008.0,15
38,900009.0,15
38,900010.0,14
38,900011.0,11
38,900012.0,12
38,900013.0,11
38,900014.0,12
38,900015.0,13
38,900016.0,13
38,900017.0,13
38,900018.0,16
38,900019.0,7
38,900020.0,7
38,900021.0,7
38,900022.0,7
38,900023.0,7
38,900024.0,7
38,900025.0,6
38,900026.0,7
38,900027.0,7
38,900028.0,7
38,900029.0,7
38,900030.0,6
38,900031.0,7
38,900032.0,7
38,900033.0,7
38,900034.0,7
38,900035.0,9
38,900036.0,9
38,900037.0,13
38,900038.0,13
38,900039.0,13
38,900040.0,14
38,900041.0,11
38,900042.0,12
38,900043.0,12
38,900044.0,12
38,900045.0,12
