to_id,min_travel_time,second_min_travel_time,third_min_travel_time,median_travel_time,average_travel_time,q1_travel_time,q3_travel_time
89,24,46,53,53.0,50.4,46.0,59.0
90,24,54,57,57.0,53.2,54.0,60.0
91,24,47,54,54.0,48.0,47.0,55.0
92,14,34,40,40.0,37.8,34.0,42.0
93,28,37,37,37.0,45.8,37.0,54.0
94,8,37,43,43.0,38.4,37.0,52.0
95,5,29,35,35.0,34.2,29.0,51.0
96,29,34,42,42.0,47.8,34.0,59.0
97,24,27,29,29.0,41.8,27.0,59.0
98,21,33,46,46.0,46.8,33.0,67.0
99,42,43,61,61.0,64.4,43.0,88.0
